name,location,line,votes,clears,createdAt,lastConfirmedAt
"Normal conditions","Bowdoin","Blue Line - Northbound",0,0,2015-04-11T16:22:47.096Z,2015-04-11T16:22:47.096Z
"Delayed train","Brookline Hills","Green Line D - Westbound",0,0,2015-08-11T10:35:36.488Z,2015-08-11T10:35:36.488Z
"Delayed train","Wonderland","Blue Line - Southbound",0,0,2015-02-26T13:03:54.498Z,2015-02-26T13:03:54.498Z
"Normal conditions","Alewife","Red Line - Southbound",0,0,2015-03-25T20:06:45.426Z,2015-03-25T20:06:45.426Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",0,0,2015-03-24T22:05:49.644Z,2015-03-24T22:05:49.644Z
"Train stopped between stations","Kendall","Red Line - Southbound",0,1,2015-03-10T20:49:20.126Z,2015-03-10T20:49:20.126Z
"Train standing by at station","Park Street","Red Line - Southbound",0,0,2015-04-08T21:46:33.490Z,2015-04-08T21:46:33.490Z
"Train too crowded to board","Wollaston","Red Line - Northbound",20,2,2015-02-25T12:46:09.296Z,2015-02-25T14:22:28.322Z
"Normal conditions","Park Street","Red Line - Northbound",0,0,2015-03-30T19:25:34.728Z,2015-03-30T19:25:34.728Z
"Overcrowded platform","Oak Grove","Orange Line - Southbound",0,0,2015-02-27T12:57:08.401Z,2015-02-27T12:57:08.401Z
"Overcrowded platform","Ashmont","Red Line - Southbound",1,0,2015-03-04T12:09:45.740Z,2015-03-04T12:09:46.049Z
"Delayed train","Downtown Crossing","Orange Line - Northbound",0,0,2015-03-06T20:57:30.100Z,2015-03-06T20:57:30.100Z
"Normal conditions","Beaconsfield","Green Line D - Eastbound",0,0,2015-03-06T13:09:48.405Z,2015-03-06T13:09:48.405Z
"Train stopped between stations","Andrew","Red Line - Northbound",1,0,2015-02-25T02:17:55.436Z,2015-02-25T02:18:14.610Z
"Overcrowded train","State Street","Orange Line - Southbound",1,0,2015-02-25T22:20:54.042Z,2015-02-25T22:35:15.575Z
"Normal conditions","Kendall","Red Line - Southbound",0,0,2015-06-05T21:43:04.557Z,2015-06-05T21:43:04.557Z
"Train standing by at station","Park Street","Red Line - Southbound",0,0,2015-08-06T21:22:10.029Z,2015-08-06T21:22:10.029Z
"Train too crowded to board","State Street","Orange Line - Southbound",1,0,2015-02-26T13:52:35.710Z,2015-02-26T14:03:26.035Z
"Delayed train","Alewife","Red Line - Northbound",1,0,2015-03-10T22:07:13.258Z,2015-03-10T22:19:27.005Z
"Delayed train","Davis","Red Line - Southbound",0,0,2015-08-06T11:47:24.637Z,2015-08-06T11:47:24.637Z
"Overcrowded platform","Park Street","Red Line - Southbound",0,0,2015-03-17T12:31:41.784Z,2015-03-17T12:31:41.784Z
"Normal conditions","Central Square","Red Line - Southbound",1,0,2015-02-27T13:29:38.795Z,2015-02-27T13:30:18.354Z
"Delayed train","Harvard Square","Red Line - Southbound",0,1,2015-03-02T22:53:59.980Z,2015-03-02T22:53:59.980Z
"Delayed train","Sharon","Providence-Stoughton Line - Inbound",0,0,2015-03-09T10:51:37.297Z,2015-03-09T10:51:37.297Z
"Overcrowded train","State","Blue Line - Northbound",0,0,2015-02-26T23:10:16.890Z,2015-02-26T23:10:16.890Z
"Train standing by at station","Haymarket","Orange Line - Southbound",1,0,2015-03-18T12:28:30.141Z,2015-03-18T12:39:57.672Z
"Overcrowded platform","Park Street","Green Line D - Westbound",0,0,2015-06-17T21:37:06.472Z,2015-06-17T21:37:06.472Z
"Train too crowded to board","JFK/UMass","Red Line - Northbound",1,0,2015-03-06T12:38:08.852Z,2015-03-06T12:51:29.926Z
"Normal conditions","Quincy Adams","Red Line - Northbound",0,0,2015-07-10T14:27:02.910Z,2015-07-10T14:27:02.910Z
"Normal conditions","Wonderland","Blue Line - Southbound",0,0,2015-02-26T13:57:10.436Z,2015-02-26T13:57:10.436Z
"Medical emergency","Downtown Crossing","Orange Line - Northbound",0,0,2015-05-05T22:32:09.969Z,2015-05-05T22:32:09.969Z
"Overcrowded platform","Kendall","Red Line - Northbound",1,0,2015-04-06T21:42:46.548Z,2015-04-06T21:46:36.546Z
"Delayed train","Oak Grove","Orange Line - Southbound",0,0,2015-05-25T01:46:34.309Z,2015-05-25T01:46:34.309Z
"Overcrowded platform","South Station","Red Line - Southbound",1,0,2015-03-03T22:58:01.689Z,2015-03-03T22:59:30.296Z
"Overcrowded train","Wellington","Orange Line - Southbound",4,0,2015-02-26T13:46:13.231Z,2015-02-26T14:14:32.381Z
"Normal conditions","Washington St & E Newton St","SL5 - Inbound",1,0,2015-03-13T01:07:16.309Z,2015-03-13T01:07:32.592Z
"Train too crowded to board","Kendall","Red Line - Northbound",0,0,2015-05-13T21:20:51.402Z,2015-05-13T21:20:51.402Z
"Delayed train","North Station","Green Line E - Eastbound",0,0,2015-08-02T14:59:11.963Z,2015-08-02T14:59:11.963Z
"Normal conditions","Silver Line Way","SL1 - Inbound",0,0,2015-04-01T15:34:33.415Z,2015-04-01T15:34:33.415Z
"Overcrowded platform","Alewife","Red Line - Southbound",0,0,2015-05-07T12:06:49.173Z,2015-05-07T12:06:49.173Z
"Normal conditions","Oak Grove","Orange Line - Southbound",0,0,2015-03-13T22:28:53.071Z,2015-03-13T22:28:53.071Z
"Train too crowded to board","Maverick","Blue Line - Southbound",0,1,2015-04-10T11:12:45.435Z,2015-04-10T11:12:45.435Z
"Overcrowded platform","Quincy Adams","Red Line - Northbound",0,0,2015-06-02T12:06:19.479Z,2015-06-02T12:06:19.479Z
"Delayed train","Quincy Center","Red Line - Southbound",0,0,2015-03-02T21:49:08.996Z,2015-03-02T21:49:08.996Z
"Overcrowded platform","Wollaston","Red Line - Northbound",1,0,2015-03-04T12:31:33.181Z,2015-03-04T12:35:00.097Z
"Disabled train","Kenmore","Green Line D - Eastbound",0,0,2015-03-23T12:41:13.366Z,2015-03-23T12:41:13.367Z
"Disabled train","Alewife","Red Line - Southbound",0,0,2015-06-29T13:40:50.557Z,2015-06-29T13:40:50.557Z
"Overcrowded train","State Street","Orange Line - Northbound",1,0,2015-03-05T22:42:33.181Z,2015-03-05T22:50:56.277Z
"Train standing by at station","North Quincy","Red Line - Northbound",4,0,2015-04-16T11:34:03.229Z,2015-04-16T12:02:49.948Z
"Delayed train","North Station","Orange Line - Northbound",1,0,2015-03-05T23:34:33.415Z,2015-03-05T23:36:03.518Z
"Overcrowded platform","Porter Square","Red Line - Southbound",0,0,2015-07-20T12:00:47.044Z,2015-07-20T12:00:47.044Z
"Normal conditions","Harvard Square","Red Line - Northbound",0,0,2015-07-22T11:35:19.602Z,2015-07-22T11:35:19.602Z
"Train standing by at station","Harvard Square","Red Line - Northbound",0,0,2015-04-01T03:20:50.829Z,2015-04-01T03:20:50.829Z
"Delayed train","Alewife","Red Line - Northbound",0,0,2015-02-25T22:24:33.072Z,2015-02-25T22:24:33.072Z
"Normal conditions","Oak Grove","Orange Line - Southbound",0,0,2015-05-27T14:40:48.301Z,2015-05-27T14:40:48.301Z
"Train stopped between stations","Central Square","Red Line - Southbound",1,0,2015-03-04T12:34:37.442Z,2015-03-04T12:38:38.372Z
"Train too crowded to board","Kendall","Red Line - Northbound",1,0,2015-03-05T22:17:57.856Z,2015-03-05T22:20:57.047Z
"Police action","Allston Street","Green Line B - Westbound",1,0,2015-03-02T23:17:56.545Z,2015-03-02T23:32:00.915Z
"Train standing by at station","JFK/UMass","Red Line - Northbound",0,0,2015-04-14T13:41:03.739Z,2015-04-14T13:41:03.739Z
"Delayed train","Wollaston","Red Line - Southbound",1,0,2015-02-25T03:26:02.721Z,2015-02-25T03:40:45.519Z
"Overcrowded train","Downtown Crossing","Orange Line - Northbound",19,0,2015-02-26T22:48:41.071Z,2015-02-26T22:50:11.392Z
"Train standing by at station","Kendall","Red Line - Southbound",2,0,2015-05-12T22:47:24.416Z,2015-05-12T22:57:48.560Z
"Disabled train","Cleveland Circle","Green Line C - Eastbound",0,0,2015-04-09T12:39:02.843Z,2015-04-09T12:39:02.843Z
"Train stopped between stations","Harvard Square","Red Line - Northbound",0,0,2015-04-15T21:35:42.225Z,2015-04-15T21:35:42.225Z
"Delayed train","Ashmont","Red Line - Northbound",0,1,2015-05-24T03:45:37.073Z,2015-05-24T03:45:37.073Z
"Disabled train","Hynes Convention Center","Green Line B - Westbound",0,0,2015-03-19T21:05:20.147Z,2015-03-19T21:05:20.147Z
"Delayed train","Ashmont","Red Line - Northbound",1,0,2015-04-15T01:05:40.786Z,2015-04-15T01:05:52.332Z
"Train stopped between stations","Downtown Crossing","Orange Line - Northbound",0,1,2015-07-28T22:47:15.957Z,2015-07-28T22:47:15.957Z
"Delayed train","Downtown Crossing","Red Line - Southbound",1,0,2015-08-12T21:32:10.655Z,2015-08-12T21:51:50.847Z
"Delayed train","Central Square","Red Line - Southbound",0,0,2015-04-29T13:21:57.003Z,2015-04-29T13:21:57.003Z
"Train standing by at station","Hamilton/Wenham","Newburyport-Rockport Line - Outbound",1,0,2015-03-31T23:46:09.567Z,2015-03-31T23:58:19.254Z
"Train stopped between stations","Broadway","Red Line - Northbound",0,0,2015-03-26T12:14:08.969Z,2015-03-26T12:14:08.969Z
"Normal conditions","South Station","Kingston-Plymouth Line - Outbound",0,0,2015-03-24T20:19:29.250Z,2015-03-24T20:19:29.250Z
"Normal conditions","Back Bay","Orange Line - Southbound",0,0,2015-03-06T13:12:35.714Z,2015-03-06T13:12:35.714Z
"Delayed train","Downtown Crossing","Orange Line - Southbound",0,0,2015-03-09T12:33:20.999Z,2015-03-09T12:33:20.999Z
"Overcrowded platform","Oak Grove","Orange Line - Northbound",1,0,2015-03-05T20:58:13.566Z,2015-03-05T21:03:22.490Z
"Normal conditions","Davis","Red Line - Northbound",0,0,2015-06-04T20:52:19.422Z,2015-06-04T20:52:19.422Z
"Delayed train","Andrew","Red Line - Northbound",0,0,2015-06-08T12:38:34.508Z,2015-06-08T12:38:34.508Z
"Delayed train","Ruggles","Orange Line - Northbound",2,0,2015-03-13T21:31:55.671Z,2015-03-13T21:35:45.589Z
"Train standing by at station","South Station","Red Line - Northbound",0,2,2015-04-10T21:11:38.279Z,2015-04-10T21:11:38.279Z
"Train too crowded to board","Harvard Square","Red Line - Southbound",1,0,2015-03-04T13:12:45.149Z,2015-03-04T13:13:43.768Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",1,0,2015-03-04T14:16:34.736Z,2015-03-04T14:21:44.278Z
"Train too crowded to board","Harvard Square","Red Line - Southbound",2,0,2015-04-16T12:43:28.519Z,2015-04-16T12:57:48.028Z
"Overcrowded platform","Park Street","Red Line - Northbound",1,0,2015-05-18T22:19:31.403Z,2015-05-18T22:21:29.331Z
"Overcrowded platform","Downtown Crossing","Orange Line - Northbound",5,1,2015-03-17T21:45:19.163Z,2015-03-17T21:57:02.231Z
"Normal conditions","Oak Grove","Orange Line - Southbound",0,0,2015-02-26T14:44:14.162Z,2015-02-26T14:44:14.162Z
"Delayed train","Wellington","Orange Line - Southbound",2,0,2015-05-29T11:22:43.524Z,2015-05-29T11:28:38.009Z
"Train standing by at station","Fenway","Green Line D - Westbound",0,0,2015-04-28T21:29:58.088Z,2015-04-28T21:29:58.088Z
"Train too crowded to board","Park Street","Green Line B - Westbound",0,0,2015-05-02T01:51:52.729Z,2015-05-02T01:51:52.729Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",1,0,2015-05-01T21:14:37.811Z,2015-05-01T21:19:48.563Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",0,0,2015-03-31T21:46:52.161Z,2015-03-31T21:46:52.161Z
"Train too crowded to board","JFK/UMass","Red Line - Northbound",0,0,2015-05-11T12:44:36.800Z,2015-05-11T12:44:36.800Z
"Normal conditions","South Station","Red Line - Southbound",0,0,2015-04-24T23:37:45.551Z,2015-04-24T23:37:45.551Z
"Train standing by at station","Downtown Crossing","Orange Line - Northbound",0,0,2015-06-15T21:47:08.350Z,2015-06-15T21:47:08.350Z
"Normal conditions","Hynes Convention Center","Green Line C - Westbound",0,0,2015-02-26T01:22:46.297Z,2015-02-26T01:22:46.297Z
"Delayed train","North Station","Lowell Line - Outbound",0,0,2015-06-15T12:10:13.838Z,2015-06-15T12:10:13.838Z
"Delayed train","State Street","Orange Line - Northbound",0,0,2015-02-26T21:23:56.786Z,2015-02-26T21:23:56.786Z
"Delayed train","Harvard Square","Red Line - Northbound",0,0,2015-05-12T20:25:06.814Z,2015-05-12T20:25:06.814Z
"Train too crowded to board","Hawes Street","Green Line C - Eastbound",0,0,2015-02-25T13:56:33.505Z,2015-02-25T13:56:33.505Z
"Train too crowded to board","Boston Univ. Central","Green Line B - Eastbound",0,0,2015-03-04T23:18:13.913Z,2015-03-04T23:18:13.913Z
"Train stopped between stations","Copley","Green Line B - Eastbound",0,0,2015-03-04T14:29:15.176Z,2015-03-04T14:29:15.176Z
"Delayed train","Ashmont","Red Line - Northbound",1,0,2015-04-15T01:12:59.943Z,2015-04-15T01:13:04.078Z
"Delayed train","Park Street","Green Line D - Westbound",0,0,2015-03-13T22:03:31.722Z,2015-03-13T22:03:31.722Z
"Normal conditions","Downtown Crossing","Orange Line - Southbound",0,0,2015-02-27T14:18:14.308Z,2015-02-27T14:18:14.308Z
"Normal conditions","Lechmere","Green Line B - Eastbound",1,0,2015-02-27T13:22:48.258Z,2015-02-27T13:35:54.291Z
"Delayed train","Chinatown","Orange Line - Northbound",0,0,2015-02-26T00:15:05.351Z,2015-02-26T00:15:05.351Z
"Normal conditions","Downtown Crossing","Orange Line - Northbound",0,0,2015-04-01T23:30:47.010Z,2015-04-01T23:30:47.010Z
"Overcrowded platform","Oak Grove","Orange Line - Northbound",0,0,2015-03-17T21:44:36.490Z,2015-03-17T21:44:36.490Z
"Train standing by at station","Downtown Crossing","Red Line - Southbound",0,0,2015-05-15T22:14:33.846Z,2015-05-15T22:14:33.846Z
"Train stopped between stations","Porter Square","Red Line - Southbound",3,0,2015-05-12T22:13:44.366Z,2015-05-12T22:39:41.548Z
"Overcrowded platform","Downtown Crossing","Red Line - Northbound",1,1,2015-04-06T21:31:12.433Z,2015-04-06T21:40:27.621Z
"Normal conditions","Porter Square","Red Line - Southbound",0,0,2015-03-02T13:26:53.180Z,2015-03-02T13:26:53.180Z
"Normal conditions","Hynes Convention Center","Green Line B - Westbound",0,0,2015-02-27T18:49:54.047Z,2015-02-27T18:49:54.047Z
"Delayed train","Wonderland","Blue Line - Northbound",2,5,2015-03-13T16:35:53.221Z,2015-03-13T16:36:20.533Z
"Normal conditions","Wellington","Orange Line - Southbound",0,0,2015-03-04T12:42:11.524Z,2015-03-04T12:42:11.524Z
"Train stopped between stations","Park Street","Red Line - Northbound",1,0,2015-05-18T22:09:23.961Z,2015-05-18T22:21:28.246Z
"Train too crowded to board","Kendall","Red Line - Northbound",1,0,2015-03-03T23:18:00.555Z,2015-03-03T23:18:00.586Z
"Medical emergency","Ashmont","Red Line - Northbound",2,0,2015-03-25T19:14:08.781Z,2015-03-25T19:26:25.414Z
"Normal conditions","Mansfield","Providence-Stoughton Line - Inbound",0,0,2015-03-11T11:27:00.736Z,2015-03-11T11:27:00.736Z
"Normal conditions","Park Street","Green Line E - Westbound",0,0,2015-02-25T23:40:42.502Z,2015-02-25T23:40:42.502Z
"Overcrowded train","Downtown Crossing","Red Line - Northbound",0,0,2015-08-17T21:14:34.572Z,2015-08-17T21:14:34.572Z
"Overcrowded train","Longwood","Green Line D - Westbound",0,0,2015-03-11T21:26:38.998Z,2015-03-11T21:26:38.998Z
"Delayed train","Wellington","Orange Line - Southbound",0,0,2015-03-17T14:35:53.899Z,2015-03-17T14:35:53.899Z
"Overcrowded platform","Sullivan Square","Orange Line - Southbound",0,0,2015-08-03T12:51:39.795Z,2015-08-03T12:51:39.795Z
"Delayed train","Central Square","Red Line - Northbound",1,0,2015-03-07T20:43:39.704Z,2015-03-07T20:55:16.226Z
"Delayed train","Park Street","Red Line - Southbound",0,0,2015-02-25T23:54:32.054Z,2015-02-25T23:54:32.054Z
"Overcrowded platform","State Street","Orange Line - Southbound",9,0,2015-02-26T12:08:00.509Z,2015-02-26T12:27:57.327Z
"Medical emergency","Charles/MGH","Red Line - Northbound",1,2,2015-02-26T14:39:01.710Z,2015-02-26T14:39:38.202Z
"Medical emergency","Back Bay","Orange Line - Northbound",0,0,2015-03-06T20:22:49.204Z,2015-03-06T20:22:49.204Z
"Delayed train","Green Street","Orange Line - Southbound",0,0,2015-05-29T15:09:48.105Z,2015-05-29T15:09:48.105Z
"Delayed train","Oak Grove","Orange Line - Southbound",0,0,2015-08-08T16:17:41.646Z,2015-08-08T16:17:41.646Z
"Train too crowded to board","Stony Brook","Orange Line - Northbound",0,0,2015-02-26T12:11:48.140Z,2015-02-26T12:11:48.140Z
"Train standing by at station","Porter Square","Red Line - Southbound",4,2,2015-05-15T22:16:20.631Z,2015-05-15T22:39:48.560Z
"Overcrowded platform","South Station","Red Line - Northbound",1,0,2015-03-09T21:52:00.834Z,2015-03-09T21:55:05.913Z
"Overcrowded train","Charles/MGH","Red Line - Northbound",0,0,2015-03-20T21:36:59.190Z,2015-03-20T21:36:59.190Z
"Delayed train","Lincoln","Fitchburg Line - Outbound",0,0,2015-08-07T21:10:38.639Z,2015-08-07T21:10:38.639Z
"Normal conditions","Kendall","Red Line - Northbound",10,1,2015-02-24T20:29:34.003Z,2015-02-24T21:58:17.772Z
"Delayed train","Aquarium","Blue Line - Northbound",0,0,2015-04-17T21:54:34.309Z,2015-04-17T21:54:34.309Z
"Delayed train","Malden Center","Orange Line - Southbound",1,0,2015-03-06T13:50:10.749Z,2015-03-06T13:50:22.004Z
"Normal conditions","Porter Square","Red Line - Southbound",0,0,2015-02-27T14:04:33.717Z,2015-02-27T14:04:33.717Z
"Overcrowded platform","Kendall","Red Line - Northbound",3,1,2015-02-25T23:12:04.724Z,2015-02-25T23:32:05.661Z
"Train too crowded to board","Sullivan Square","Orange Line - Southbound",0,0,2015-08-05T12:47:56.597Z,2015-08-05T12:47:56.597Z
"Normal conditions","Washington St & E Newton St","SL5 - Inbound",0,0,2015-03-13T01:06:07.034Z,2015-03-13T01:06:07.034Z
"Police action","Bowdoin","Blue Line - Southbound",2,0,2015-05-29T14:58:07.065Z,2015-05-29T14:58:35.048Z
"Train standing by at station","Porter Square","Red Line - Northbound",0,0,2015-08-13T01:53:09.179Z,2015-08-13T01:53:09.179Z
"Train stopped between stations","Boylston","Green Line B - Westbound",0,0,2015-05-15T12:38:11.805Z,2015-05-15T12:38:11.805Z
"Normal conditions","Wollaston","Red Line - Southbound",2,0,2015-02-26T01:51:58.943Z,2015-02-26T02:15:32.136Z
"Delayed train","Alewife","Red Line - Northbound",0,2,2015-03-02T13:04:15.666Z,2015-03-02T13:04:15.666Z
"Train stopped between stations","Downtown Crossing","Orange Line - Northbound",0,0,2015-07-22T22:00:59.335Z,2015-07-22T22:00:59.335Z
"Police action","Davis","Red Line - Northbound",0,0,2015-05-02T18:21:59.524Z,2015-05-02T18:21:59.524Z
"Normal conditions","Malden Center","Orange Line - Southbound",0,0,2015-02-27T20:56:00.360Z,2015-02-27T20:56:00.360Z
"Train too crowded to board","Longwood","Green Line D - Westbound",1,0,2015-03-03T22:58:24.785Z,2015-03-03T23:02:49.003Z
"Train stopped between stations","South Station","Red Line - Northbound",0,0,2015-03-10T11:39:51.019Z,2015-03-10T11:39:51.019Z
"Delayed train","Alewife","Red Line - Northbound",0,0,2015-03-02T19:33:53.428Z,2015-03-02T19:33:53.428Z
"Normal conditions","Wollaston","Red Line - Northbound",0,0,2015-06-01T21:44:16.388Z,2015-06-01T21:44:16.388Z
"Delayed train","Arlington","Green Line D - Eastbound",0,0,2015-03-21T22:09:17.707Z,2015-03-21T22:09:17.707Z
"Delayed train","North Station","Orange Line - Northbound",42,0,2015-02-25T22:13:05.398Z,2015-02-25T23:18:58.053Z
"Delayed train","Park Street","Green Line E - Eastbound",1,0,2015-02-27T23:59:08.387Z,2015-02-28T00:15:07.617Z
"Normal conditions","Ashmont","Red Line - Northbound",0,0,2015-05-24T03:46:27.255Z,2015-05-24T03:46:27.255Z
"Delayed train","Woodland","Green Line D - Eastbound",0,0,2015-03-18T17:42:42.704Z,2015-03-18T17:42:42.704Z
"Train too crowded to board","Downtown Crossing","Orange Line - Northbound",1,0,2015-02-27T22:29:23.236Z,2015-02-27T22:30:46.779Z
"Disabled train","Kendall","Red Line - Northbound",0,2,2015-03-02T15:36:23.373Z,2015-03-02T15:36:23.373Z
"Delayed train","Braintree","Red Line - Northbound",0,0,2015-07-15T20:14:05.798Z,2015-07-15T20:14:05.798Z
"Train stopped between stations","Park Street","Red Line - Southbound",2,0,2015-03-02T23:13:12.148Z,2015-03-02T23:20:39.077Z
"Overcrowded platform","Longwood","Green Line D - Westbound",0,0,2015-03-11T21:24:19.389Z,2015-03-11T21:24:19.389Z
"Overcrowded platform","South Station","Red Line - Southbound",1,1,2015-03-03T23:06:27.609Z,2015-03-03T23:06:51.979Z
"Normal conditions","Back Bay","Orange Line - Southbound",0,0,2015-03-02T13:19:47.380Z,2015-03-02T13:19:47.380Z
"Train too crowded to board","Harvard Square","Red Line - Southbound",5,2,2015-02-25T13:12:37.076Z,2015-02-25T14:03:13.158Z
